Taxonomy	Nextlevel	tax_compiled
Stramenopile;Ochrophyta;Eustigmatophyceae;Eustigmatales;Monodopsidaceae;Nannochloropsis;	Ochrophyta	Other Stramenopile
Stramenopile;Ochrophyta;Eustigmatophyceae;Eustigmatales;Monodopsidaceae;Nannochloropsis;Nannochloropsis gaditana;	Ochrophyta	Other Stramenopile
Stramenopile;Ochrophyta;Pelagophyceae;	Pelagophyceae	Pelagophytes
Stramenopile;Ochrophyta;Pelagophyceae;Pelagomonadales;	Pelagophyceae	Pelagophytes
Stramenopile;Ochrophyta;Pelagophyceae;Pelagomonadales;Pelagomonadaceae;	Pelagophyceae	Pelagophytes
Stramenopile;Ochrophyta;Pelagophyceae;Pelagomonadales;Pelagomonadaceae;Aureococcus;	Pelagophyceae	Pelagophytes
Stramenopile;Ochrophyta;Pelagophyceae;Pelagomonadales;Pelagomonadaceae;Aureococcus;Aureococcus anophagefferens;	Pelagophyceae	Pelagophytes
Stramenopile;Ochrophyta;Pelagophyceae;Pelagomonadales;Pelagomonadaceae;Pelagococcus;	Pelagophyceae	Pelagophytes
Stramenopile;Ochrophyta;Pelagophyceae;Pelagomonadales;Pelagomonadaceae;Pelagococcus;Pelagococcus subviridis;	Pelagophyceae	Pelagophytes
Stramenopile;Ochrophyta;Pelagophyceae;Pelagomonadales;Pelagomonadaceae;Pelagomonas;	Pelagophyceae	Pelagophytes
Stramenopile;Ochrophyta;Pelagophyceae;Pelagomonadales;Pelagomonadaceae;Pelagomonas;Pelagomonas calceolata;	Pelagophyceae	Pelagophytes
Stramenopile;Ochrophyta;Pelagophyceae;Sarcinochrysidales;	Pelagophyceae	Pelagophytes
Stramenopile;Ochrophyta;Pelagophyceae;Sarcinochrysidales;Sarcinochrysidaceae;	Pelagophyceae	Pelagophytes
Stramenopile;Ochrophyta;Pelagophyceae;Sarcinochrysidales;Sarcinochrysidaceae;Aureoumbra;	Pelagophyceae	Pelagophytes
Stramenopile;Ochrophyta;Pelagophyceae;Sarcinochrysidales;Sarcinochrysidaceae;Aureoumbra;Aureoumbra lagunensis;	Pelagophyceae	Pelagophytes
Stramenopile;Ochrophyta;Pelagophyceae;Sarcinochrysidales;Sarcinochrysidaceae;Chrysocystis;	Pelagophyceae	Pelagophytes
Stramenopile;Ochrophyta;Pelagophyceae;Sarcinochrysidales;Sarcinochrysidaceae;Chrysoreinhardia;	Pelagophyceae	Pelagophytes
Stramenopile;Ochrophyta;Pelagophyceae;Sarcinochrysidales;Sarcinochrysidaceae;Chrysoreinhardia;Chrysoreinhardia sp;	Pelagophyceae	Pelagophytes
Stramenopile;Ochrophyta;Pelagophyceae;Sarcinochrysidales;Sarcinochrysidaceae;Sarcinochrysis;	Pelagophyceae	Pelagophytes
Stramenopile;Ochrophyta;Pelagophyceae;Sarcinochrysidales;Sarcinochrysidaceae;Sarcinochrysis;Sarcinochrysis sp;	Pelagophyceae	Pelagophytes
Stramenopile;Ochrophyta;Raphidophyceae;	Ochrophyta	Other Stramenopile
Stramenopile;Ochrophyta;Raphidophyceae;Chattonellales;	Ochrophyta	Other Stramenopile
Stramenopile;Ochrophyta;Raphidophyceae;Chattonellales;Vacuolariaceae;	Ochrophyta	Other Stramenopile
Stramenopile;Ochrophyta;Raphidophyceae;Chattonellales;Vacuolariaceae;Chattonella;	Ochrophyta	Other Stramenopile
Stramenopile;Ochrophyta;Raphidophyceae;Chattonellales;Vacuolariaceae;Chattonella;Chattonella subsalsa;	Ochrophyta	Other Stramenopile
Stramenopile;Ochrophyta;Raphidophyceae;Chattonellales;Vacuolariaceae;Fibrocapsa;	Ochrophyta	Other Stramenopile
Stramenopile;Ochrophyta;Raphidophyceae;Chattonellales;Vacuolariaceae;Fibrocapsa;Fibrocapsa japonica;	Ochrophyta	Other Stramenopile
Stramenopile;Ochrophyta;Raphidophyceae;Chattonellales;Vacuolariaceae;Heterosigma;	Ochrophyta	Other Stramenopile
Stramenopile;Ochrophyta;Raphidophyceae;Chattonellales;Vacuolariaceae;Heterosigma;Heterosigma akashiwo;	Ochrophyta	Other Stramenopile
Stramenopile;Ochrophyta;Synchromophyceae;	Ochrophyta	Other Stramenopile
Stramenopile;Ochrophyta;Synchromophyceae;Synchromales;	Ochrophyta	Other Stramenopile
Stramenopile;Ochrophyta;Synchromophyceae;Synchromales;Synchromaceae;	Ochrophyta	Other Stramenopile
Stramenopile;Ochrophyta;Synchromophyceae;Synchromales;Synchromaceae;Synchroma;	Ochrophyta	Other Stramenopile
Stramenopile;Ochrophyta;Synchromophyceae;Synchromales;Synchromaceae;Synchroma;Synchroma pusillum;	Ochrophyta	Other Stramenopile
Stramenopile;Ochrophyta;Xanthophyceae;	Ochrophyta	Other Stramenopile
Stramenopile;Ochrophyta;Xanthophyceae;Vaucheriales;	Ochrophyta	Other Stramenopile
Stramenopile;Ochrophyta;Xanthophyceae;Vaucheriales;Vaucheriaceae;	Ochrophyta	Other Stramenopile
Stramenopile;Ochrophyta;Xanthophyceae;Vaucheriales;Vaucheriaceae;Vaucheria;	Ochrophyta	Other Stramenopile
Stramenopile;Ochrophyta;Xanthophyceae;Vaucheriales;Vaucheriaceae;Vaucheria;Vaucheria litorea;	Ochrophyta	Other Stramenopile
Alveolate;Dinoflagellate;Perkinsids;Incertae sedis;Incertae sedis;Perkinsus;Perkinsus chesapeaki;	Dinoflagellate	Dinoflagellate
Amoebozoa;Discosea;Flabellinia;Incertae sedis;Incertae sedis;Vannella;Vannella robusta;	Discosea	Other
Amoebozoa;Discosea;Flabellinia;Incertae sedis;Incertae sedis;Vexillifera;Vexillifera sp.;	Discosea	Other
Amoebozoa;Tubulinea;Arcellinida;Incertae sedis;Incertae sedis;Sexangularia;Sexangularia sp.;	Tubulinea	Other
Archaeplastida;Rhodophyta;Compsopogonophyceae;Compsopogonales;Compsopogonaceae;Compsopogon;Compsopogon coeruleus;	Rhodophyta	Other Archaeplastida
Stramenopile;Ochrophyta;Chrysophyta;Paraphysomonadida;Incertae sedis;Paraphysomonas;Paraphysomonas vestita;	Ochrophyta	Other Stramenopile
Stramenopile;Ochrophyta;Pelagophyceae;Sarcinochrysidales;Sarcinochrysidaceae;Chrysocystis;Chrysocystis fragilis;	Pelagophyceae	Pelagophytes
Alveolate;Dinoflagellate;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Akashiwo;Akashiwo sanguinea;	Dinoflagellate	Dinoflagellate
Amoebozoa;Discosea;Incertae sedis;Incertae sedis;Incertae sedis;Stereomyxa;Dracoamoeba jormungandri (formerly Stereomyxa ramosa);	Discosea	Other
Archaeplastida;Rhodophyta;Porphyridiophyceae;Porphyridiales;Porphyridiaceae;Timspurckia;Timspurckia oligopyrenoides;	Rhodophyta	Other Archaeplastida
Alveolate;Ciliate;Oligohymenophorea;Philasterida;Uronematidae;Uronema;Uronema sp.;	Ciliate	Ciliate
Archaeplastida;Rhodophyta;Cyanidiophyceae;Cyanidiales;Galdieriaceae;Galdieria;Galdieria sulphuraria;	Rhodophyta	Other Archaeplastida
Amoebozoa;Discosea;Flabellinia;Incertae sedis;Incertae sedis;Pessonella;Pessonella sp.;	Discosea	Other
Archaeplastida;Chlorophyta;Chlorophyceae;Tetrasporales;Incertae sedis;Cyanoptyche;Cyanoptyche gloeocystis;	Chlorophyta	Chlorophyta
Opisthokont;Fungi;Ustilaginomycetes;Incertae sedis;Incertae sedis;Pseudozyma;Pseudozyma antarctica;	Fungi	Opisthokont
Alveolate;Ciliate;Heterotrichea;Heterotrichia;Climacostomidae;Fabrea;Fabrea salina;	Ciliate	Ciliate
Alveolate;Dinoflagellate;Dinophyceae;Gonyaulacales;Pyrocystaceae;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gyrodinium;Gyrodinium dominans;	Dinoflagellate	Dinoflagellate
Opisthokont;Metazoa;Myxozoa;Bibalvulida;Myxobolidae;Thelohanellus;Thelohanellus kitauei;	Metazoa	Opisthokont
Archaeplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;Chlamydomonas chlamydogama;	Chlorophyta	Chlorophyta
Alveolate;Dinoflagellate;Dinophyceae;Peridiniales;Thoracosphaeraceae;Thoracosphaera;Thoracosphaera heimii;	Dinoflagellate	Dinoflagellate
Archaeplastida;Chlorophyta;Trebouxiophyceae;Incertae sedis;Incertae sedis;Picochlorum;Picochlorum oklahomensis;	Chlorophyta	Chlorophyta
Stramenopile;Ochrophyta;Bacillariophyceae;Thalassiophysales;Stephanodiscaceae;Cyclotella;Cyclotella meneghiniana;	Bacillariophyceae	Diatom
Archaeplastida;Rhodophyta;Porphyridiophyceae;Porphyridiales;Porphyridiaceae;Erythrolobus;Erythrolobus australicus;	Rhodophyta	Other Archaeplastida
Alveolate;Apicomplexa;Conoidasida;Incertae sedis;Incertae sedis;Lankesteria;Lankesteria abbottii;	Apicomplexa	Other Alveolate
Rhizaria;Retaria;Foraminifera;Elphidiidae;Incertae sedis;Elphidium;Elphidium margaritaceum;	Foraminifera	Rhizaria
